Easting,Northing,Up
-49.31157426855236,-18.30972921297149,-231.935121860521
-49.73930367694868,-18.89861440431207,-231.93512690142435
-50.167163537588536,-19.4874124999172,-231.93513202496297
-50.59515681182552,-20.076121494719004,-231.93513723301055
-51.023286449173014,-20.664739385626078,-231.93514252712205
-51.45155540135074,-21.253264175399593,-231.93514790331173
-51.87996661777788,-21.841693860818324,-231.9351533617468
-52.308523059506264,-22.430026438667724,-231.9351589072732
-52.73722767401357,-23.01825991172859,-231.9351645350975
-53.16608341554539,-23.606392275669975,-231.9351702476631
-53.59509323470874,-24.19442152883063,-231.9351760453796
-54.02426008261989,-24.782345670947805,-231.93518192520986
-54.45358691718222,-25.370162700630658,-231.93518789032424
-54.883076688908524,-25.957870615714256,-231.93519393946698
-55.31273235343982,-26.545467415557667,-231.9352000740168
-55.74255685616066,-27.132951096845872,-231.93520629036104
-56.172553155276184,-27.720319661943407,-231.93521259286095
-56.60272420288299,-28.30757110740008,-231.9352189780859
-57.0330729501724,-28.894703430090644,-231.9352254476364
-57.46360235397331,-29.481714630934064,-231.93523200313342
-57.89431536342224,-30.06860270744177,-231.9352386414137
-58.32521493080418,-30.655365660161948,-231.93524536459756
-58.756304008800086,-31.242001485302268,-231.93525217127802
-59.1875855548232,-31.82850818082214,-231.93525906315676
-59.6190625128818,-32.414883749813015,-231.93526603970955
-60.05073784640347,-33.001126185449905,-231.9352731012708
-60.48261449802022,-33.58723348975275,-231.93528024485352
-60.91469542670998,-34.17320365976852,-231.9352874757324
-61.34698358221273,-34.759034695658585,-231.9352947895178
-61.77948192026372,-35.34472459504215,-231.93530218758855
-62.212193393638124,-35.930271354630534,-231.93530967020286
-62.64512095117068,-36.51567297603157,-231.93531723883495
-63.07826754614584,-37.10092745772896,-231.93532489057412
-63.51163613478899,-37.68603279574829,-231.93533262660222
-63.945229473760094,-38.27098711888928,-231.93534044814302
-64.37903695318867,-38.855797410552256,-231.93534835387987
-64.81302607156165,-39.44048515725663,-231.93535634471448
-65.24716229611565,-40.02507318579366,-231.93536441914966
-65.68141111333728,-40.60958432212746,-231.9353725752399
-66.11573798718226,-41.19404139287154,-231.9353808179775
-66.55010839870721,-41.77846722207573,-231.9353891440894
-66.98448782146485,-42.36288463699796,-231.9353975530123
-67.41884172861194,-42.9473164643761,-231.93540604410208
-67.85313559388959,-43.531785530605816,-231.93541461873818
-68.28733489558282,-44.11631466021001,-231.93542327613545
-68.72140510419004,-44.7009266835217,-231.93543201627534
-69.15531169818468,-45.28564442195804,-231.93544083865027
-69.58902015062925,-45.87049070324903,-231.93544974206094
-70.02249593575507,-46.45548835443995,-231.9354587293553
-70.45570452811428,-47.04066020184577,-231.9354677957716
-70.88861140301269,-47.62602906945418,-231.93547694515186
-71.32118203500242,-48.21161778582345,-231.9354861743996
-71.75338189969105,-48.7974491768272,-231.93549548716015
-72.18517646827468,-49.38354606623055,-231.93550487663776
-72.61653121922673,-49.96993128479836,-231.9355143492636
-73.04741162649586,-50.556627654699895,-231.93552390039173
-73.47778316114574,-51.14365800368141,-231.93553353583223
-73.90761130376198,-51.73104515813539,-231.93554324759384
-74.33686152491813,-52.3188119444105,-231.935553039463
-74.76549930152288,-52.90698118745365,-231.935562909302
-75.19349010543183,-53.495575712312075,-231.93557286030696
-75.62079941406297,-54.0846183498181,-231.9355828902241
-76.04739269700951,-54.674131922777605,-231.93559299823764
