s_m,x_m,y_m,heading_rad
915.552191,138.811968,-775.902090,-1.510452412475
917.571665,138.964054,-777.915830,-1.480215073470
919.586304,139.177380,-779.919143,-1.449023552957
921.595024,139.453289,-781.908824,-1.416789224599
923.596926,139.793122,-783.881670,-1.383424913926
925.591309,140.198225,-785.834477,-1.348845937952
927.577696,140.669939,-787.764041,-1.312971485325
929.555851,141.209608,-789.667159,-1.275726374403
931.525805,141.818576,-791.540626,-1.237043217447
933.487876,142.498186,-793.381238,-1.196865002018
935.442693,143.249780,-795.185791,-1.155148073560
937.391218,144.074702,-796.951083,-1.111865464339
939.334769,144.974296,-798.673907,-1.067010462977
941.275042,145.949904,-800.351062,-1.020600257325
943.132484,146.957805,-801.911262,-0.973915050136
944.979950,148.031146,-803.414947,-0.927903905199
946.820746,149.167818,-804.862880,-0.882726316590
948.657927,150.365708,-806.255823,-0.838522300096
950.494284,151.622706,-807.594541,-0.795410645854
952.332344,152.936702,-808.879796,-0.753488160865
954.174361,154.305583,-810.112351,-0.712829808341
956.022324,155.727239,-811.292969,-0.673489599369
957.877956,157.199559,-812.422414,-0.635502064885
959.742727,158.720431,-813.501449,-0.598884130063
961.617857,160.287746,-814.530836,-0.563637224507
963.504332,161.899391,-815.511340,-0.529749484191
965.402912,163.553256,-816.443722,-0.497197929502
967.314146,165.247230,-817.328746,-0.465950533491
969.238384,166.979201,-818.167176,-0.435968122197
971.175788,168.747060,-818.959775,-0.407206072894
973.126348,170.548694,-819.707305,-0.379615795293
975.089893,172.381992,-820.410529,-0.353145995217
977.066102,174.244845,-821.070211,-0.327743730318
979.054515,176.135140,-821.687115,-0.303355273887
981.054545,178.050767,-822.262002,-0.279926806293
983.065489,179.989614,-822.795637,-0.257404955001
985.086534,181.949571,-823.288782,-0.235737203942
987.116769,183.928527,-823.742200,-0.214872191885
989.155191,185.924370,-824.156655,-0.194759917711
991.200712,187.934990,-824.532909,-0.175351868452
993.252171,189.958275,-824.871727,-0.156601083841
995.308331,191.992115,-825.173870,-0.138462169029
997.367895,194.034399,-825.440103,-0.120891265161
999.429503,196.083015,-825.671188,-0.103845985742
1001.491742,198.135852,-825.867888,-0.087285325081
1003.553151,200.190800,-826.030966,-0.071169543704
1005.612220,202.245748,-826.161187,-0.055460034355
1007.667400,204.298584,-826.259312,-0.040119171093
1009.717102,206.347197,-826.326104,-0.025110142998
1011.759703,208.389477,-826.362328,-0.010396773071
1013.793548,210.423312,-826.368746,0.004056677903
1015.816955,212.446592,-826.346121,0.018285723603
1017.828212,214.457205,-826.295217,0.032325882427
1019.825587,216.453040,-826.216796,0.046212928500
1021.807327,218.431987,-826.111621,0.059983167138
1023.771658,220.391934,-825.980457,0.073673739508
1025.716791,222.330770,-825.824065,0.087322962507
1027.640925,224.246385,-825.643209,0.100970711314
1029.542242,226.136667,-825.438653,0.114658853910
1031.418920,227.999505,-825.211158,0.128431749076
1033.400677,229.964682,-824.955353,0.130445406047
1035.382340,231.929253,-824.695635,0.132426672002
1037.363921,233.893227,-824.432068,0.134375522399
1039.345427,235.856614,-824.164716,0.136291934338
1041.326867,237.819424,-823.893643,0.138175886509
1043.308249,239.781668,-823.618912,0.140027359129
1045.289582,241.743354,-823.340587,0.141846333885
1047.270872,243.704494,-823.058733,0.143632793876
1049.252128,245.665097,-822.773412,0.145386723553
1051.233355,247.625174,-822.484689,0.147108108668
1053.214560,249.584733,-822.192628,0.148796936218
1055.195749,251.543786,-821.897292,0.150453194387
1057.176928,253.502342,-821.598745,0.152076872497
1059.158104,255.460411,-821.297051,0.153667960952
1061.139279,257.418004,-820.992274,0.155226451192
1063.120461,259.375130,-820.684477,0.156752335636
1065.101653,261.331799,-820.373724,0.158245607637
1067.082859,263.288021,-820.060080,0.159706261432
1069.064084,265.243807,-819.743607,0.161134292095
1071.045331,267.199165,-819.424370,0.162529695490
1073.026604,269.154108,-819.102433,0.163892468226
1075.007906,271.108643,-818.777859,0.165222607610
1076.989239,273.062782,-818.450712,0.166520111609
1078.970608,275.016533,-818.121056,0.167784978802
1080.952013,276.969909,-817.788955,0.169017208341
1082.933457,278.922917,-817.454472,0.170216799911
1084.914942,280.875569,-817.117672,0.171383753688
1086.896470,282.827874,-816.778618,0.172518070305
1088.878042,284.779843,-816.437373,0.173619750811
1090.859660,286.731484,-816.094003,0.174688796635
1092.841324,288.682809,-815.748570,0.175725209554
1094.823036,290.633828,-815.401138,0.176728991654
1096.804796,292.584549,-815.051771,0.177700145301
1098.786604,294.534984,-814.700533,0.178638673107
1100.768461,296.485143,-814.347488,0.179544577899
1102.750368,298.435034,-813.992700,0.180417862691
1104.732323,300.384669,-813.636232,0.181258530650
1106.714327,302.334058,-813.278147,0.182066585074
1108.696379,304.283209,-812.918511,0.182842029362
1110.678478,306.232134,-812.557387,0.183584866990
1112.660625,308.180843,-812.194838,0.184295101484
1114.642818,310.129344,-811.830929,0.184972736397
1116.625056,312.077649,-811.465722,0.185617775287
1118.607339,314.025768,-811.099283,0.186230221698
1120.589664,315.973709,-810.731674,0.186810079134
1122.572031,317.921485,-810.362960,0.187357351043
1124.554438,319.869103,-809.993204,0.187872040797
1126.536883,321.816575,-809.622470,0.188354151678
1128.519366,323.763910,-809.250822,0.188803686857
1130.501883,325.711119,-808.878324,0.189220649380
1132.484435,327.658211,-808.505040,0.189605042158
1134.467017,329.605197,-808.131033,0.189956867947
1136.449629,331.552085,-807.756367,0.190276129341
