x,y
-35.535867478669154,-269.1212223041942
-34.56728223236521,-269.31024236546466
-33.599212820778575,-269.502383437496
-32.6316450664958,-269.6975581747549
-31.664564792103437,-269.8956792317079
-30.697957820188037,-270.09665926282185
-29.731809973336148,-270.3004109225632
-28.766107074134307,-270.5068468653987
-27.800834945169075,-270.715879745795
-26.835979409026997,-270.92742221821874
-25.871526288294625,-271.14138693713664
-24.9074614055585,-271.35768655701514
-23.94377058340518,-271.5762337323212
-22.9804396444212,-271.7969411175212
-22.01745441119313,-272.0197213670819
-21.054800706307496,-272.24448713547
-20.09246435235087,-272.4711510771521
-19.130431171909773,-272.69962584659487
-18.168686987570773,-272.92982409826493
-17.207217621920414,-273.16165848662894
-16.246008897545256,-273.39504166615353
-15.285046637031837,-273.62988629130547
-14.324316662966686,-273.8661050165513
-13.36380479793639,-274.10361049635765
-12.403496864527478,-274.3423153851912
-11.443378685326508,-274.5821323375187
-10.48343608291999,-274.82297400780664
-9.523654879894533,-275.06475305052174
-8.56402089883665,-275.3073821201308
-7.604519962332899,-275.5507738711002
-6.645137892969813,-275.7948409578968
-5.685860513333977,-276.03949603498717
-4.726673646011899,-276.28465175683795
-3.7675631135901493,-276.5302207779158
-2.8085147386552625,-276.7761157526874
-1.84951434379381,-277.02224933561945
-0.8905477515923405,-277.26853418117844
0.06839921536263893,-277.51488294383114
1.027340734484543,-277.7612082780442
1.9862909831868159,-278.00742283828424
2.9452641388829224,-278.253439279018
3.9042743789863197,-278.49917025471194
4.8633358809104585,-278.7445284198329
5.822462822068783,-278.9894264288475
6.781669379874736,-279.2337769362222
7.74096973174179,-279.47749259642393
8.700378055083387,-279.72048606391917
9.659908527312973,-279.9626699931747
10.619575325843991,-280.203957038657
11.579392628089932,-280.44425985483286
12.539374611464213,-280.6834910961688
13.499535453380277,-280.92156341713167
14.459889331251597,-281.1583894721879
15.420450422491616,-281.3938819158043
16.38123290451379,-281.6279534024474
17.342250954731565,-281.860516586584
18.303518750558382,-282.0914841226807
19.265050469407715,-282.320768665204
20.22686028869302,-282.5482828686208
21.1889623858277,-282.77393938739755
22.15137093822524,-282.99765087600105
23.114100123299114,-283.21932998889775
24.077164118462747,-283.43888938055454
25.045111640549425,-283.6579353747178
26.013292017748537,-283.8760642233143
26.981699453800665,-284.093298696125
27.950328152446392,-284.3096615629306
28.919172317426284,-284.52517559351196
29.888226152480918,-284.73986355764987
30.857483861350868,-284.953748225125
31.826939647776708,-285.16685236571834
32.796587715499015,-285.3791987492106
33.76642226825836,-285.5908101453826
34.736437509795316,-285.801709324015
35.70662764385046,-286.01191905488884
36.67698687416436,-286.2214621077847
37.6475094044776,-286.4303612524835
38.618189438530756,-286.6386392587661
39.589021180064385,-286.84631889641315
40.559998832819076,-287.05342293520545
41.5311166005354,-287.259974144924
42.50236868695392,-287.46599529534933
43.47374929581524,-287.6715091562624
44.44525263085989,-287.876538497444
45.41687289582848,-288.0811060886749
46.38860429446158,-288.28523469973584
47.36044103049974,-288.48894710040776
48.332377307683565,-288.6922660604713
49.304407329753616,-288.89521434970743
50.27652530045045,-289.0978147378968
51.24872542351467,-289.3000899948202
52.22100190268683,-289.50206289025857
53.19334894170751,-289.70375619399266
54.16576074431729,-289.90519267580316
55.138231514256745,-290.106395105471
56.11075545526642,-290.3073862527769
57.083326771086945,-290.50818888750166
58.055939665458844,-290.70882577942615
59.02858834212271,-290.9093196983311
60.00126700481912,-291.1096934139973
60.973969857288644,-291.30996969620566
61.94669110327186,-291.51017131473685
62.91942494650933,-291.7103210393717
63.89216559074163,-291.9104416398911
64.86490723970935,-292.1105558860757
65.83764409715306,-292.3106865477064
66.81037036681333,-292.5108563945639
67.78308025243072,-292.7110881964291
68.75576795774582,-292.91140472308285
69.72842768649923,-293.1118287443058
70.70105364243146,-293.3123830298788
71.6736400292831,-293.5130903495827
72.6461810507948,-293.7139734731982
73.61867091070705,-293.9150551705062
74.59110381276047,-294.11635821128743
75.56347396069559,-294.31790536532276
76.53577555825302,-294.5197194023929
77.50800280917332,-294.7218230922787
78.48014991719708,-294.924239204761
79.45221108606485,-295.12699050962055
80.42418051951724,-295.3300997766381
81.39605242129478,-295.5335897755945
82.36782099513806,-295.73748327627055
83.33948044478767,-295.9418030484471
84.31102497398419,-296.1465718619048
85.28244878646817,-296.35181248642465
