sim_time,x_dspace,y_dspace,z_dspace,heading_dspace_deg,longitude_deg,latitude_deg,heading_gnss_deg
16780,59.07512604717241,68.99739679311729,4.577196348497217,-126.08820522982141,-121.75510634973507,36.58792713560432,216.78007008689116
16785,58.619318671529506,68.37536772873707,4.5717633219459035,-126.10820954998526,-121.75511146369105,36.58792164634894,216.81576148761064
16790,58.16884570515745,67.76128619042275,4.568740533088483,-126.13336266643262,-121.7551165176875,36.58791622727971,216.83670374916568
16795,57.71684631104912,67.14552161924432,4.57091813337881,-126.15752086234188,-121.75512158874369,36.587910793388666,216.85253585393602
16800,57.253757967742864,66.5149384765089,4.569995470687489,-126.17837940224794,-121.75512678416084,36.58790522875125,216.86145268222646
16805,56.78207850664771,65.8728569966306,4.5619732592395446,-126.19518952146134,-121.75513207592881,36.5878995626609,216.87090949650107
16810,56.30119711716369,65.21847150028,4.5616125573733575,-126.21037433377482,-121.75513747089602,36.58789378800982,216.87798979789795
16815,55.808134181169876,64.54760011365133,4.555337061550719,-126.22304703024479,-121.75514300251126,36.587887867885094,216.8802921013918
16820,55.315984140517756,63.87714574951778,4.535614067105477,-126.22088413460354,-121.75514852401882,36.58788195137644,216.76319989281586
16825,54.83570810836486,63.21810328931628,4.529843538935854,-126.15810148583203,-121.75515391308767,36.587876135206116,216.5611826198927
16830,54.359459419280654,62.562473609026384,4.530028994104499,-126.0907717824831,-121.75515925731116,36.58787034899224,216.62673800451108
16835,53.885139447571305,61.91339587160069,4.521553259704867,-126.10394556495802,-121.75516457925403,36.587864620899,216.79178176893552
16840,53.41687052709834,61.27454482417788,4.51815857469297,-126.13634654573244,-121.7551698329844,36.58785898320508,216.81172238206057
16845,52.95408926762735,60.64353654029069,4.515048367321312,-126.1535935438059,-121.75517502508715,36.587853414748665,216.8317303113187
16850,52.495748959726825,60.01913823254086,4.5102821663928925,-126.16879131228372,-121.75518016727399,36.587847904665736,216.85753798667054
16855,52.043463760120936,59.40353009285627,4.50478872005246,-126.18821308174387,-121.7551852414385,36.58784247219427,216.87991752862433
